01-11-2023|16:04:57|3|0|13|2|2|1-0-1-*
01-11-2023|16:04:57|3|0|13|2|3|1-0-2-*
01-11-2023|16:04:57|3|0|13|3|4|2-2-0-*
01-11-2023|16:04:57|3|0|16|1|2|0-1-1-*
01-11-2023|16:04:57|3|0|13|3|4|2-2-0-*
01-11-2023|16:04:58|3|1|12|3|4|3-1-0-*
01-11-2023|16:04:58|3|0|13|1|3|0-1-2-*
01-11-2023|16:04:58|3|0|13|1|3|0-1-2-*
01-11-2023|16:04:58|3|0|13|1|4|0-3-1-*
01-11-2023|16:04:58|3|0|13|2|4|3-0-1-*
01-11-2023|16:04:58|3|0|13|1|4|0-2-2-*
01-11-2023|16:04:58|3|0|13|3|2|1-1-0-*
01-11-2023|16:04:59|3|1|13|1|4|0-3-1-*
01-11-2023|16:04:59|3|0|17|2|3|2-0-1-*
01-11-2023|16:04:59|3|0|14|1|3|0-1-2-*
01-11-2023|16:04:59|3|0|13|2|5|1-0-4-*
01-11-2023|16:04:59|3|0|13|3|2|1-1-0-*
01-11-2023|16:04:59|3|0|13|2|7|1-0-6-*
01-11-2023|16:04:59|3|0|13|1|4|0-1-3-*
01-11-2023|16:05:00|3|1|13|2|4|1-0-3-*
01-11-2023|16:05:00|3|0|13|2|3|1-0-2-*
01-11-2023|16:05:00|3|0|12|1|4|0-3-1-*
01-11-2023|16:05:00|3|0|13|3|2|1-1-0-*
01-11-2023|16:05:00|3|0|12|3|5|3-2-0-*
01-11-2023|16:05:00|3|0|13|2|3|2-0-1-*
01-11-2023|16:05:01|3|1|14|2|4|1-0-3-*
01-11-2023|16:05:01|3|0|13|2|2|1-0-1-*
01-11-2023|16:05:01|3|0|14|1|2|0-1-1-*
01-11-2023|16:05:01|3|0|11|1|8|0-5-3-*
01-11-2023|16:05:01|3|0|12|3|2|1-1-0-*
01-11-2023|16:05:01|3|0|13|2|3|2-0-1-*
01-11-2023|16:05:01|3|0|12|3|6|4-2-0-*
01-11-2023|16:05:02|3|1|13|2|8|2-0-6-*
01-11-2023|16:05:02|3|0|13|2|4|2-0-2-*
01-11-2023|16:05:02|3|0|13|2|2|1-0-1-*
01-11-2023|16:05:02|3|0|12|3|2|1-1-0-*
01-11-2023|16:05:02|3|0|13|1|3|0-1-2-*
01-11-2023|16:05:02|3|0|12|3|4|2-2-0-*
01-11-2023|16:05:02|3|0|14|2|4|2-0-2-*
01-11-2023|16:05:03|3|1|13|1|3|0-2-1-*
01-11-2023|16:05:03|3|0|13|2|3|1-0-2-*
01-11-2023|16:05:03|3|0|12|1|4|0-2-2-*
01-11-2023|16:05:03|3|0|13|3|3|1-2-0-*
01-11-2023|16:05:03|3|0|12|1|6|0-3-3-*
01-11-2023|16:05:03|3|0|13|1|2|0-1-1-*
01-11-2023|16:05:03|3|0|14|3|5|3-2-0-*
01-11-2023|16:05:04|3|1|11|1|7|0-4-3-*
01-11-2023|16:05:04|3|0|13|1|7|0-5-2-*
01-11-2023|16:05:04|3|0|14|3|4|3-1-0-*
01-11-2023|16:05:04|3|0|13|2|3|1-0-2-*
01-11-2023|16:05:04|3|0|13|1|2|0-1-1-*
01-11-2023|16:05:04|3|0|13|3|3|1-2-0-*
01-11-2023|16:05:04|3|0|13|2|3|1-0-2-*
01-11-2023|16:05:05|3|1|15|2|7|4-0-3-*
01-11-2023|16:05:05|3|0|13|1|2|0-1-1-*
01-11-2023|16:05:05|3|0|13|1|5|0-2-3-*
01-11-2023|16:05:05|3|0|14|2|2|1-0-1-*
01-11-2023|16:05:05|3|0|13|1|7|0-1-6-*
01-11-2023|16:05:05|3|0|13|1|4|0-3-1-*
01-11-2023|16:05:05|3|0|13|3|5|3-2-0-*
01-11-2023|16:05:06|3|1|14|2|5|2-0-3-*
01-11-2023|16:05:06|3|0|13|1|4|0-3-1-*
01-11-2023|16:05:06|3|0|13|1|5|0-4-1-*
01-11-2023|16:05:06|3|0|12|3|3|1-2-0-*
01-11-2023|16:05:06|3|0|13|3|5|2-3-0-*
01-11-2023|16:05:06|3|0|13|1|3|0-1-2-*
01-11-2023|16:05:06|3|0|13|2|4|1-0-3-*
01-11-2023|16:05:07|3|1|13|1|4|0-1-3-*
01-11-2023|16:05:07|3|0|12|3|3|2-1-0-*
01-11-2023|16:05:07|3|0|13|1|2|0-1-1-*
01-11-2023|16:05:07|3|0|15|2|3|1-0-2-*
01-11-2023|16:05:07|3|0|14|2|5|3-0-2-*
01-11-2023|16:05:07|3|0|13|1|2|0-1-1-*
01-11-2023|16:06:03|3|1|14|1|2|0-1-1-*
01-11-2023|16:06:03|3|0|14|2|3|1-0-2-*
01-11-2023|16:06:03|3|0|13|2|3|2-0-1-*
01-11-2023|16:06:03|3|0|13|1|4|0-2-2-*
01-11-2023|16:06:03|3|0|13|3|4|2-2-0-*
01-11-2023|16:06:03|3|0|14|1|2|0-1-1-*
01-11-2023|16:06:03|3|0|12|1|6|0-2-4-*
01-11-2023|16:06:03|3|0|13|1|3|0-2-1-*
01-11-2023|16:06:04|3|1|14|1|2|0-1-1-*
01-11-2023|16:06:04|3|0|15|3|2|1-1-0-*
01-11-2023|16:06:04|3|0|13|3|3|2-1-0-*
01-11-2023|16:06:04|3|0|12|1|6|0-2-4-*
01-11-2023|16:06:04|3|0|13|1|4|0-2-2-*
01-11-2023|16:06:04|3|0|12|1|4|0-2-2-*
01-11-2023|16:06:04|3|0|13|1|2|0-1-1-*
01-11-2023|16:06:05|3|1|13|2|3|2-0-1-*
01-11-2023|16:06:05|3|0|13|3|3|1-2-0-*
